company_name,job_title,role_category,job_description,responsibilities,required_qualifications,preferred_qualifications,skills,deadline
(주)엔오에이,영상 콘텐츠 편집 & 비주얼 Designer (비주얼 디렉터),Designer,"담당 업무
1. 영상 편집

뮤직비디오 편집: 아티스트 신곡 발매 시 뮤직비디오 제작, 스토리텔링 및 리듬감 있는 편집, 색보정 및 컬러 그레이딩
공연 영상 편집: 언더플로우 및 스페셜 게스트 공연 실황 편집, 멀티캠 편집, 하이라이트 클립 제작
예능 영상 편집: 아티스트 일상 브이로그, 예능형 콘텐츠, 토크쇼, 챌린지 영상 등 엔터테인먼트 콘텐츠 편집
비하인드 콘텐츠 편집: 오디션 현장, 녹음 스튜디오, 공연 준비 과정, 리허설 비하인드 등 제작
숏폼 콘텐츠 제작: 유튜브 쇼츠, 인스타그램 릴스, 틱톡 등 SNS 최적화 콘텐츠
사운드 믹싱 및 후반작업: 오디오 후반작업, 배경음악 및 효과음 삽입
2. 디자인

썸네일 디자인: 유튜브 영상, 공연 영상, 예능 콘텐츠 썸네일 제작
포스터 디자인: 공연 포스터, 오디션 홍보 포스터, 신곡 발매 포스터, SNS 홍보물
앨범 아트워크: 싱글/앨범 커버 디자인, CD 패키지 디자인
멤버십 굿즈 디자인: 브론즈/실버/골드 멤버십 전용 굿즈 (엽서, 포토카드, 스티커, 티셔츠 등)
콘서트 굿즈 디자인: 공연 기념 굿즈, 한정판 상품 디자인
SNS 콘텐츠: 인스타그램 피드/스토리, 유튜브 커뮤니티 게시물용 그래픽 제작
브랜드 아이덴티티: NOA 및 아티스트별 비주얼 아이덴티티 유지 및 발전
3. 상세페이지 제작

멤버십 상품 페이지: 브론즈/실버/골드 멤버십 판매 페이지 디자인 및 제작
공연 티켓 상세페이지: 공연 티켓 판매 페이지의 비주얼 요소 및 정보 구성
굿즈 상품 페이지: 멤버십 굿즈 및 콘서트 굿즈 상세페이지 제작
이벤트 페이지: 프로모션, 이벤트 안내 페이지 디자인
4. 모션 그래픽 & 타이틀 디자인 (선택)

뮤직비디오 그래픽: 타이틀, 가사 자막, 그래픽 요소 애니메이션
인트로/아웃트로: NOA 브랜드 영상 인트로/아웃트로 제작
로고 애니메이션: NOA 및 아티스트 로고 모션 그래픽
5. 협업 및 커뮤니케이션

영상 PD 협업: 촬영 콘셉트 회의 참여, 편집 방향성 논의, 피드백 반영
아티스트 소통: 비주얼 선호도 파악, 피드백 수렴, 콘셉트 조율
외부 작가 협업: 필요 시 외주 작곡가, 프로듀서 등과 비주얼 콘셉트 소통
콘텐츠 아카이브 관리: 프로젝트 파일, 원본 영상, 최종 산출물의 체계적 저장 및 백업","영상 편집
• 뮤직비디오·공연·예능 영상 편집
• 멀티캠·하이라이트 제작
• 숏폼·SNS 콘텐츠 제작
• 사운드 후반작업
디자인
• 썸네일·포스터·앨범 커버 디자인
• 굿즈 디자인
• SNS 콘텐츠 디자인
• 브랜드 아이덴티티 구축
상세페이지 제작
• 굿즈/공연/멤버십 상세페이지 제작
모션그래픽(선택)
• 타이틀·그래픽 애니메이션
• 로고 모션","• 영상 편집 작업 능력
• 디자인 가능자
• 엔터/콘텐츠 산업 이해
• 협업 및 커뮤니케이션 능력","• 모션그래픽 가능자
• 공연/뮤비 제작 경험
• 브랜드 디자인 경험
• SNS 콘텐츠 경험","• Premiere Pro
• After Effects
• Photoshop
• Illustrator
• Motion graphic tools
• Audio editing tools",채용시 마감
주식회사모돌스,Designer / 영상편집자,Designer,"담당 업무
• 화장품 브랜드 영상 기획 및 제작해요
• 제품 홍보 콘텐츠 디자인해요
• 디지털 마케팅 영상 편집해요
• 브랜드 이미지 관리 및 개선해요
• 광고 캠페인 비주얼 개발해요
• 유투브 채널 전개
자격 요건
• 디자인 툴 활용 능력 필수예요
• 영상 편집 프로그램 사용 가능해요
• 창의적인 아이디어 발굴 가능해요
• 팀과의 원활한 소통 능력 중요해요

아래 한개는 반드시 해당되시는 분 지원바랍니다.
• 이공계 학사 졸업자
• 이공계 2년 전문학사 졸업자 + 2년 관련 업무 연구경력
• 이공계 3년 전문학사 졸업자 + 1년 관련 업무 연구경력
• 마이스터고, 특성화고 졸업자 + 4년 관련 업무 연구경력
• 기능사 자격증 + 4년 관련 업무 연구경력
• 산업기사 자격증 + 2년 관련 업무 연구경력
• 기사 자격증
• 기능장 자격증
우대 조건
• 화장품 업계 경험 있으면 좋아요
• SNS 콘텐츠 제작 경험 우대해요
• 포트폴리오 제출 가능자 우대해요
• 브랜드 전략 수립 경험자 환영해요
• 다양한 미디어 경험자 우대해요
복지 및 혜택
• 유연근무제 제공해요
• 직원 할인 혜택 있어요
근무지
서울 강서구 공항대로 18-1 이스카이오피스텔
경력: 무관
학력: 학력무관
지원 가능한 비자: F-2 거주자/ F-4 해외 한국인/ F-5 영주권/ F-6 결혼이민자
한국어 수준: 일상 대화 가능","• 화장품 브랜드 영상 기획·제작
• 제품 홍보 콘텐츠 디자인
• 디지털 마케팅 영상 편집
• 브랜드 이미지 관리
• 광고 캠페인 비주얼 개발
• 유튜브 채널 운영","• 디자인 툴 필수
• 영상 편집 SW 가능
• 창의적 아이디어 발굴
• 팀 커뮤니케이션 능력
아래 중 1개 필수:
– 이공계 학사
– 이공계 전문학사 + 연구경력(1~4년)
– 마이스터/특성화고 + 경력
– 기능사/산업기사/기사/기능장 자격증","• 화장품 업계 경험
• SNS 콘텐츠 제작
• 포트폴리오 제출 가능
• 브랜드 전략 경험
• 다양한 미디어 경험자","• Photoshop
• Illustrator
• Premiere Pro
• After Effects
• 기타 영상 편집 툴",채용시 마감
(주)젠스인터내셔널,신입/경력 해외무역 및 Business Analyst,Business Analyst,"담당 업무
• 국제 시장 분석
• 고객 관계 관리
• 판매 전략 수립
• 경쟁사 동향 조사
• 신제품 출시 계획
자격 요건
• 영어가능자, 영어능통자, 컴퓨터활용능력 우수, 운전가능자, 해당직무 근무경험, 문서작성 우수자, 엑셀 고급능력자, 포토샵 능숙자, FLASH 능숙자, PPT능력 우수자
• TOEIC 800급(점) 이상
• 어학계열, 공학계열
우대 조건
• 인근거주자, 해외근무 가능자, 커뮤니케이션 우수자
• (新)HSK 5급(점) 이상
• 일본어능력시험(JLPT) N1
• 사회과학계열
복지 및 혜택
• 인센티브제, 퇴직금, 점심식사 제공, 명절선물/귀향비, 공기청정기, 캐주얼데이, 음료제공(차,커피), 4대 보험
근무지
대전 중구 오류동 154-4 센트리아오피스텔806,807호

경력: 신입 / 경력자
학력: 대학교졸업(4년)이상
지원 가능한 비자: 확인필요
한국어 수준: 일상 대화 가능","• 국제 시장 분석
• 고객 관계 관리
• 판매 전략 수립
• 경쟁사 동향 조사
• 신제품 출시 계획","• 영어 가능/능통
• 컴퓨터 활용능력 우수
• 운전 가능
• 문서작성 우수
• 엑셀 고급능력
• 포토샵/FLASH/PPT 능숙
• TOEIC 800+
• 어학계열, 공학계열 전공","• 인근 거주자
• 해외근무 가능자
• 커뮤니케이션 우수자
• HSK 5급 이상
• JLPT N1
• 사회과학계열","• 고급 엑셀
• 포토샵/FLASH
• 영어 고급
• PPT 문서 제작",채용시 마감
(주)그레넥스,"수질환경 해외기술영업팀 (정규직/계약직, E-7 비자)",Business Analyst,"담당 업무
<해외기술영업팀>
해외 신규 시장 개척 및 대리점 관리
해외 프로젝트 견적 설계 및 제안서 작성
해외 전시회 및 컨퍼런스 참가
우대 조건
<해외기술영업팀>
환경 혹은 수처리 업계 경력직 우대
해외 기술영업 경험자
수질환경기사 자격증 보유자
설계프로그램 가능자
복지 및 혜택
• 연차, 근로자의날 휴무, 상여금, 퇴직금, 점심식사 제공, 명절선물/귀향비, 회의실, 공기청정기, 노트북, 통신비 지원, 4대 보험, 사무용품 지급, 장기근속 선물, 비자 발급 지원
근무지
서울 강남구 테헤란로103길 6

경력: 무관
학력: 대학졸업(2,3년)이상
지원 가능한 비자: 확인필요
한국어 수준: 비즈니스 회화 가능","• 해외 신규 시장 개척
• 해외 대리점 관리
• 해외 프로젝트 견적 및 설계
• 해외 전시회/컨퍼런스 참가
• 제안서 작성",(명시 없음 – 경력 여부 판단 가능),"• 환경/수처리 업계 경력 우대
• 해외 기술영업 경험자
• 수질환경기사 보유자
• 설계 프로그램 가능자","• 기술영업 역량
• 설계 프로그램 능숙",2026-02-20
(주)슈크란코리아,"중동 Business Analyst (정규직, E-7 등 비자 지원)",Business Analyst,"담당 업무
담당 업무
• 중동 지역 바이어 발굴 및 B2B 영업
• 해당 국가 내 마케팅, 영업 전략 기획
• 국내 브랜드사 대상으로 중동 진출 통합 솔루션 제안 및 컨설팅
• 중동 지역 시장 트렌드, 경쟁사, 소비자 분석을 통한 전략 수립 및 실행
• 계약 체결 및 오더 관리
자격 요건

Skillset
• 아랍어 또는 영어 소통 가능자
• 뷰티 산업 종사 경험 또는 뷰티 산업에 대한 높은 관심
• 무역 / 물류 관련 지식 보유자

Mindset
• 설득적이고 명료하게 커뮤니케이션할 수 있는 분
• 도전적 목표를 설정하고 성장을 지향하는 분
• 협조적이고 팀워크를 존중하는 분
우대 조건
• 중동 지역 문화에 대한 비즈니스 경험 보유자
• 유관 분야 실무 경험 보유자
• 데이터 분석 능력을 보유자
• 중동 시장 네트워크가 보유자
• 아마존 플랫폼에 대한 이해도가 높은 분
• 아랍어 또는 영어 소통 가능자
복지 및 혜택
• 유연한 근무 환경을 제공합니다
• 해외 출장 기회를 제공합니다
• 전문성 개발을 위한 교육 지원합니다
• 성과에 따른 인센티브를 지급합니다
• 직원 복지 포인트를 제공합니다
근무지
서울 강남구 봉은사로 634 20TOWER 7층

경력: 무관
학력: 학력무관
지원 가능한 비자: D-10 구직자/ F-4 해외 한국인/ F-6 결혼이민자/ E-7 특수직업
한국어 수준: 기초 회화 가능","• 중동 바이어 발굴 & B2B 영업
• 중동 지역 마케팅/영업 전략 기획
• 브랜드사 대상 중동 진출 솔루션 제안
• 시장 트렌드·경쟁사·소비자 분석
• 계약 및 오더 관리","Skillset
• 아랍어 또는 영어 가능
• 뷰티 업계 경험 또는 관심
• 무역/물류 지식 보유

Mindset
• 명료한 커뮤니케이션
• 목표지향적 / 성장 지향
• 팀워크 존중","• 중동 문화 비즈니스 경험
• 유관 실무 경험
• 데이터 분석 능력
• 중동 시장 네트워크
• 아마존 플랫폼 이해도","• 아랍어 또는 영어
• B2B 영업
• 시장 분석
• 무역 지식
• 커뮤니케이션 능력",2026-01-25
(주)메드비,"Business Analyst (바이어 개발, 해외사이트 활용) – 정규직/인턴",Business Analyst,"담당 업무
• 해외시장 진출을 위한 전략 수립 및 실행
• 해외시장에서의 제품 브랜드 홍보 및 고객사와의 글로벌 비즈니스 협력 강화
• 해외거래 파트너사와의 원활한 커뮤니케이션
자격 요건
• 영어가능자, 러시아어 가능자
우대 조건
• 영어능통자, 해당직무 인턴경력, 컴퓨터활용능력 우수, 해외근무 가능자, 문서작성 우수자, 엑셀 고급능력자, 포토샵 능숙자, 2년 이상 관련 분야 경력자
복지 및 혜택
• 연차, 반차, 근로자의날 휴무, 퇴직연금, 인센티브제, 퇴직금, 연차수당, 회식강요 안함, 야근강요 안함, 명절선물/귀향비, 휴게실, 회의실, 자유복장, 4대 보험, 사무용품 지급, 자유로운 연차사용
근무지
서울 성동구 성수이로22길 37 성수동 아크벨리8층806호

경력: 신입 / 경력자
학력: 대학졸업(2,3년)이상
지원 가능한 비자: 확인필요/ F-4 해외 한국인/ F-2 거주자/ F-5 영주권/ F-6 결혼이민자
한국어 수준: 일상 대화 가능
언어 수준: 러시아어/ 원어민 수준 대화 가능
영어: 비즈니스 회화 가능","• 해외 시장 진출 전략 수립 및 실행
• 제품 브랜드 해외 홍보
• 글로벌 고객사 협력 강화
• 해외 파트너사 커뮤니케이션 관리","• 영어 가능자
• 러시아어 가능자","• 영어 능통자
• 인턴 경력자
• 컴퓨터 활용능력 우수
• 해외근무 가능
• 문서작성 우수
• 엑셀 고급
• 포토샵 능숙
• 2년 이상 관련 경력","• 영어/러시아어
• 포토샵
• 엑셀 고급
• 문서작성 능력",2026-02-10
(주)헥스콘,"RefacX 협력팀 – 소싱 엔지니어(해외/키맨영업) (프리랜서, E-7 지원)",Business Analyst,"담당 업무
• 해외 철강 기자재 제작사와 국내 철강사 간 무역 업무(일본어 필수, 영어 가능 우대)
• 기술 서비스 중개 지원
• 구매/계약 관련 업무
자격 요건
• 일본어 가능자, 운전가능자
• 2종보통운전면허
우대 조건
• 영어가능자, 해당직무 근무경험
• HSK 5급(점) 이상, FLEX 중국어 700급(점) 이상
복지 및 혜택
• 연차, 여름휴가, 반차, 근로자의날 휴무, 퇴직금, 탄력근무제, 4대 보험
근무지
경북 포항시 남구 포스코대로 437 제철협력회관 5층
경력: 신입 / 경력자
학력: 대학졸업(2,3년)이상
지원 가능한 비자: 확인필요
한국어 수준: 비즈니스 회화 가능
언어 수준: 일본어: 비즈니스 회화 가능
중국어: 비즈니스 회화 가능","• Business Analyst(견적/수주/PQ/실사/미팅/계약)
• 프로젝트 관리(일정/리스크/이슈 대응)
• 수출입/통관/물류운송 관리
• 프로젝트 단위 수익쉐어 기반 영업
• 내부 SCM/소싱팀과 협업","• 영어 가능자
• 해당 직무 경력자","• 영어 능통자
• 일본어/중국어 가능자
• 문서작성 우수자
• 외국인 지원 가능","• 프로젝트 관리
• 영어/일본어/중국어
• 문서작성 능력
• 수출입·물류 이해",2025-12-27
,,,,,,,,2026-01-27
,,,,,,,,2025-12-31
엠디엠그룹,Business Analyst 매니저(아랍어 원어민 수준 가능자),Business Analyst,"담당업무
자동차 판매 매니저
아랍어권 고객 커무니케이션
해외 바이어 개발
우대사항
유사업무 1 년 경력자
아랍어 원어민 수준 능통자
영어 가능자
스페인어 가능자
근무조건
주 5일
10:00 - 19:00
수습기간 2개월(월급220만원 + 인센티브)
수습기간 이후 월급 250만원 + 차량 판매 건당 인센티브 지급
모집조건
근무형태: 프리랜서
근무지역: 인천광역시 연수구
급여: 연봉 30,000,000원
지원자격: 
한국어 능력/ 간단한 자기소개 가능
외국어 능력: 아랍어원어민 수준(능숙)
영어특정 주제로 토론 가능(중급)
스페인어 비지니스 회의 가능(고급)
지원가능 VISA: F-2 거주/ F-4 재외동포/ F-5 영주/ F-6 결혼이민
우대조건: 경력, 학력무관","자동차 판매 매니저
아랍어권 고객 커무니케이션
해외 바이어 개발",,"유사업무 1 년 경력자
아랍어 원어민 수준 능통자
영어 가능자
스페인어 가능자",,채용시 마감
㈜엘앤케이바이오메드,의료기기 Business Analyst 사원 채용,Business Analyst,"담당업무
• 해외 전략 수립과 업무를 수행합니다.
• 매출 증대와 실적들을 분석합니다.
• 신규 국가 진출과 고객 관리 업무를 수행합니다.
• 매출 플랜을 수립하며 리포트와 제품 교육을 담당합니다. 
• 시장조사 및 수술요법, 병원 트렌드를 조사하고 실시합니다.
우대사항
[자격요건]
• Business Analyst 경력이 1년 이상 10년 이하이신 분
• 비즈니스 영어 능력이 우수하신 분 (통화, 메일링)
• 해외 출장에 결격 사유가 없으신 분
• 적극적이고 진취적인 성향을 가지신 분
• 한국어 TOPIK 자격증 5급 이상이신 분

[우대사항]
• Business Analyst 경력이 있으신 분
• 의료기기(3,4등급) 영업 경력이 있으신 분
근무조건
• 주 5일 (08:00 ~ 17:00)
• 면접비 지원 (거리에 따라 상이)
• 통신비 지원 (연간 60만원)
• 엘바롱[식비 및 교통비] 지원 (연간 240만원)
• 야근 시 식비 및 교통비 지원
• 생일 상품권 지급
• 장기근속 및 우수사원 포상
모집조건
모집마감일
2025.12.13
근무형태
정규직, 계약직
근무지역: 서울특별시 양천구
급여: 협의 후 결정
지원자격:
한국어 능력 중급: 특정 주제로 토론 가능
외국어 능력 능숙: 영어원어민 수준
지원가능 VISA: E-7 발급지원/ E-7 특정활동
우대조건: 경력무관, 학사이상","• 해외 전략 수립과 업무를 수행합니다.
• 매출 증대와 실적들을 분석합니다.
• 신규 국가 진출과 고객 관리 업무를 수행합니다.
• 매출 플랜을 수립하며 리포트와 제품 교육을 담당합니다. 
• 시장조사 및 수술요법, 병원 트렌드를 조사하고 실시합니다.","• Business Analyst 경력이 1년 이상 10년 이하이신 분
• 비즈니스 영어 능력이 우수하신 분 (통화, 메일링)
• 해외 출장에 결격 사유가 없으신 분
• 적극적이고 진취적인 성향을 가지신 분
• 한국어 TOPIK 자격증 5급 이상이신 분","• Business Analyst 경력이 있으신 분
• 의료기기(3,4등급) 영업 경력이 있으신 분",,2025-12-20
